"","size","milk","whip","serv_size_m_l","calories","total_fat_g","saturated_fat_g","trans_fat_g","cholesterol_mg","sodium_mg","total_carbs_g","fiber_g","sugar_g","caffeine_mg"
"385","short","5","1",236,270,13,8,"0.3",35,120,32,"0",30,75
"386","short","3","0",236,180,5,2.5,"0",5,105,28,"1",25,75
"387","short","3","0",236,230,10,6,"0.2",20,110,29,"1",26,75
"388","short","4","0",236,180,6,5,"0",5,115,28,"0",27,75
"389","short","4","1",236,230,11,9,"0.2",20,120,30,"0",28,75
"390","tall","1","0",354,270,4.5,3.5,"0",10,180,46,"0",45,75
"391","tall","1","1",354,330,10,7,"0.2",30,190,48,"0",46,75
"392","tall","2","0",354,300,9,6,"0.1",25,190,46,"0",44,75
"393","tall","2","1",354,370,15,10,"0.3",45,200,47,"0",46,75
"394","tall","5","0",354,330,12,8,"0.2",30,180,46,"0",44,75
"395","tall","5","1",354,390,18,12,"0.4",50,190,47,"0",46,75
"396","tall","3","0",354,280,8,4,"0",5,170,41,"1",38,75
"397","tall","3","1",354,340,14,8,"0.2",25,170,43,"1",40,75
"398","tall","4","0",354,270,10,9,"0",5,180,42,"0",41,75
"399","tall","4","1",354,330,16,12,"0.2",25,180,44,"0",43,75
"400","grande","1","0",473,350,6,4.5,"0",10,230,61,"0",58,150
"401","grande","1","1",473,420,13,9,"0.2",35,240,63,"0",60,150
"402","grande","2","0",473,400,11,7,"0.2",30,240,60,"0",58,150
"403","grande","2","1",473,470,18,12,"0.4",55,250,62,"0",59,150
"404","grande","5","0",473,430,15,10,"0.3",35,230,60,"0",58,150
"405","grande","5","1",473,500,22,14,"0.5",60,240,62,"0",59,150
"406","grande","3","0",473,360,10,5,"0",5,210,55,"1",51,150
"407","grande","3","1",473,430,17,10,"0.2",30,220,57,"1",52,150
"408","grande","4","0",473,350,12,11,"0",5,230,56,"0",54,150
"409","grande","4","1",473,420,19,15,"0.2",30,230,58,"0",56,150
"410","venti","1","0",591,440,7,6,"0",15,300,77,"0",74,150
"411","venti","1","1",591,510,14,10,"0.2",40,300,79,"0",76,150
"412","venti","2","0",591,500,15,10,"0.2",35,320,76,"0",74,150
"413","venti","2","1",591,580,22,14,"0.4",65,320,78,"0",75,150
"414","venti","5","0",591,550,20,13,"0.4",45,300,76,"0",74,150
"415","venti","5","1",591,620,27,17,"0.5",70,310,78,"0",75,150
"416","venti","3","0",591,460,13,6,"0",5,270,69,"1",64,150
"417","venti","3","1",591,530,20,11,"0.2",30,280,71,"1",65,150
"418","venti","4","0",591,450,16,14,"0",5,290,71,"0",68,150
"419","venti","4","1",591,520,23,18,"0.2",30,300,73,"0",70,150
"420","tall","1","0",354,230,4.5,3.5,"0",5,135,41,"0",40,75
"421","tall","1","1",354,310,12,8,"0.2",35,150,43,"0",41,75
"422","tall","2","0",354,250,7,5,"0.1",15,140,41,"0",39,75
"423","tall","2","1",354,330,15,10,"0.3",45,150,43,"0",41,75
"424","tall","5","0",354,270,9,6,"0.1",15,140,41,"0",39,75
"425","tall","5","1",354,350,17,11,"0.4",45,150,43,"0",41,75
"426","tall","3","0",354,240,6,3.5,"0",5,130,38,"1",36,75
"427","tall","3","1",354,320,14,9,"0.2",35,140,41,"1",38,75
"428","tall","4","0",354,230,7,6,"0",5,135,39,"0",37,75
"429","tall","4","1",354,310,15,11,"0.2",35,140,41,"0",39,75
"430","grande","1","0",473,310,6,4.5,"0",10,170,54,"0",52,150
"431","grande","1","1",473,420,17,12,"0.3",50,190,58,"0",55,150
"432","grande","2","0",473,330,9,6,"0.1",20,180,54,"0",52,150
"433","grande","2","1",473,450,20,13,"0.4",60,200,57,"0",54,150
"434","grande","5","0",473,350,11,8,"0.2",20,180,54,"0",52,150
"435","grande","5","1",473,470,22,15,"0.5",65,190,57,"0",54,150
"436","grande","3","0",473,320,8,5,"0",5,170,51,"1",48,150
"437","grande","3","1",473,430,19,12,"0.3",45,180,55,"1",50,150
"438","grande","4","0",473,310,9,8,"0",5,170,52,"0",49,150
"439","grande","4","1",473,420,20,15,"0.3",45,180,55,"0",52,150
"440","venti","1","0",709,450,9,7,"0",10,260,81,"0",77,225
"441","venti","1","1",709,570,20,14,"0.3",55,270,84,"0",80,225
"442","venti","2","0",709,490,13,9,"0.1",25,270,80,"0",77,225
"443","venti","2","1",709,600,24,16,"0.5",65,280,84,"0",79,225
"444","venti","5","0",709,520,16,11,"0.2",30,260,80,"0",77,225
"445","venti","5","1",709,630,27,18,"0.5",70,270,84,"0",79,225
"446","venti","3","0",709,470,12,7,"0",10,250,77,"1",71,225
"447","venti","3","1",709,580,23,14,"0.3",50,260,80,"1",74,225
"448","venti","4","0",709,450,13,12,"0",10,250,77,"0",73,225
"449","venti","4","1",709,570,25,19,"0.3",50,260,80,"0",76,225
"450","tall","0","0",354,60,0,0,"0",0,5,15,"0",15,25
"451","grande","0","0",473,80,0,0,"0",0,10,20,"0",20,30
"452","venti","0","0",709,120,0,0,"0",0,15,30,"0",30,45
"453","trenta","0","0",887,140,0,0,"0",0,20,35,"0",34,55
"454","grande","0","0",473,90,0,0,"0",0,5,24,"0",24,25
"455","venti","0","0",591,120,0,0,"0",0,5,32,"0",32,30
"456","venti","0","0",709,190,0,0,"0",0,10,48,"0",47,45
"457","trenta","0","0",887,220,0,0,"0",0,10,58,"0",57,55
"458","short","1","0",236,100,0.1,0.1,"0",0,50,22,"0",21,50
"459","short","2","0",236,120,2,1,"0.1",10,55,22,"0",21,50
"460","short","5","0",236,130,3.5,2,"0.1",10,55,22,"0",21,50
"461","short","3","0",236,110,1.5,0.2,"0",0,45,20,"0",18,50
"462","short","4","0",236,100,2.5,2.5,"0",0,50,21,"0",19,50
"463","tall","1","0",354,160,0.2,0.1,"0",5,80,34,"0",32,70
"464","tall","2","0",354,190,3.5,1.5,"0.1",15,90,34,"0",32,70
"465","tall","5","0",354,200,6,3,"0.2",15,80,34,"0",32,70
"466","tall","3","0",354,160,2.5,0.3,"0",0,70,31,"1",28,70
"467","tall","4","0",354,160,3.5,3.5,"0",0,75,31,"0",29,70
"468","grande","1","0",473,210,0.2,0.1,"0",5,10,45,"0",43,95
"469","grande","2","0",473,240,4.5,2,"0.1",20,115,45,"0",42,95
"470","grande","5","0",473,270,7,4,"0.2",20,105,45,"0",42,95
"471","grande","3","0",473,220,3.5,0.4,"0",0,90,41,"1",37,95
"472","grande","4","0",473,210,4.5,4.5,"0",0,95,41,"0",39,95
"473","venti","1","0",591,260,0.3,0.2,"0",5,135,57,"0",54,120
"474","venti","2","0",591,310,6,3,"0.2",25,150,56,"0",53,120
"475","venti","5","0",591,340,9,5,"0.3",30,135,56,"0",53,120
"476","venti","3","0",591,280,4.5,0.5,"0",0,115,51,"1",46,120
"477","venti","4","0",591,260,6,6,"0",0,120,52,"0",48,120
"478","tall","1","0",354,150,0.2,0.1,"0",5,75,33,"0",31,70
"479","tall","2","0",354,180,3,1.5,"0.1",10,80,33,"0",31,70
"480","tall","5","0",354,190,5,3,"0.1",15,75,33,"0",31,70
"481","tall","3","0",354,160,2.5,0.3,"0",0,70,30,"1",27,70
"482","tall","4","0",354,150,3.5,3,"0",0,70,31,"0",29,70
"483","grande","1","0",473,200,0.2,0.1,"0",5,100,44,"0",42,95
"484","grande","2","0",473,240,4,2,"0.1",15,110,44,"0",42,95
"485","grande","5","0",473,260,7,4,"0.2",20,105,44,"0",42,95
"486","grande","3","0",473,220,3.5,0.4,"0",0,90,41,"1",37,95
"487","grande","4","0",473,200,4.5,4.5,"0",0,95,41,"0",38,95
"488","venti","1","0",709,300,0.3,0.2,"0",5,140,65,"0",62,145
"489","venti","2","0",709,350,6,3,"0.2",25,160,65,"0",61,145
"490","venti","5","0",709,380,9,5,"0.3",30,140,65,"0",61,145
"491","venti","3","0",709,320,4.5,0.5,"0",0,130,60,"1",55,145
"492","venti","4","0",709,300,6,6,"0",0,135,61,"0",57,145
"493","short","0","0",236,0,0,0,"0",0,0,0,"0",0,40
"494","tall","0","0",354,0,0,0,"0",0,0,0,"0",0,40
"495","grande","0","0",473,0,0,0,"0",0,0,0,"0",0,40
"496","venti","0","0",591,0,0,0,"0",0,0,0,"0",0,40
"497","short","0","0",236,0,0,0,"0",0,0,0,"0",0,15
"498","tall","0","0",354,0,0,0,"0",0,0,0,"0",0,15
"499","grande","0","0",473,0,0,0,"0",0,0,0,"0",0,25
"500","venti","0","0",591,0,0,0,"0",0,0,0,"0",0,25
"501","short","0","0",236,0,0,0,"0",0,0,0,"0",0,40
"502","tall","0","0",354,0,0,0,"0",0,0,0,"0",0,40
"503","grande","0","0",473,0,0,0,"0",0,0,0,"0",0,40
"504","venti","0","0",591,0,0,0,"0",0,0,0,"0",0,40
"505","short","1","0",236,80,0.1,0.1,"0",0,50,15,"0",15,40
"506","short","2","0",236,100,2,1.5,"0.1",10,55,15,"0",15,40
"507","short","5","0",236,110,3.5,2,"0.1",10,50,15,"0",15,40
"508","short","3","0",236,80,1.5,0.2,"0",0,40,13,"0",12,40
"509","short","4","0",236,80,2.5,2.5,"0",0,45,14,"0",13,40
"510","tall","1","0",354,110,0.1,0.1,"0",5,70,23,"0",23,40
"511","tall","2","0",354,140,3,2,"0.1",15,80,23,"0",23,40
"512","tall","5","0",354,160,5,3,"0.2",15,75,23,"0",23,40
"513","tall","3","0",354,120,2.5,0.3,"0",0,60,20,"1",18,40
"514","tall","4","0",354,120,3.5,3.5,"0",0,70,20,"0",20,40
"515","grande","1","0",473,150,0.2,0.1,"0",5,95,30,"0",30,40
"516","grande","2","0",473,180,4,2.5,"0.2",15,105,30,"0",30,40
"517","grande","5","0",473,210,7,4,"0.2",20,95,30,"0",30,40
"518","grande","3","0",473,160,3,0.4,"0",0,80,26,"1",24,40
"519","grande","4","0",473,150,4.5,4.5,"0",0,90,27,"0",26,40
"520","venti","1","0",591,190,0.2,0.1,"0",5,120,38,"0",38,40
"521","venti","2","0",591,230,5,3.5,"0.2",20,135,38,"0",38,40
"522","venti","5","0",591,260,9,5,"0.3",25,125,38,"0",38,40
"523","venti","3","0",591,200,4,0.5,"0",0,105,33,"1",31,40
"524","venti","4","0",591,190,6,6,"0",0,115,34,"0",33,40
"525","short","1","0",236,80,0.2,0.1,"0",5,70,14,"0",14,30
"526","short","2","0",236,110,3.5,2,"0.1",15,80,14,"0",14,30
"527","short","5","0",236,130,6,3,"0.2",15,75,14,"0",14,30
"528","short","3","0",236,90,3,0.4,"0",0,65,11,"1",9,30
"529","short","4","0",236,80,3.5,3.5,"0",0,65,11,"0",11,30
"530","tall","1","0",354,140,0.3,0.2,"0",5,115,25,"1",24,55
"531","tall","2","0",354,190,5,3.5,"0.2",20,125,25,"1",24,55
"532","tall","5","0",354,220,9,5,"0.3",25,115,25,"1",24,55
"533","tall","3","0",354,160,4.5,0.5,"0",0,105,20,"2",17,55
"534","tall","4","0",354,140,6,6,"0",0,105,21,"1",19,55
"535","grande","1","0",473,190,0.4,0.2,"0",5,140,34,"1",33,80
"536","grande","2","0",473,240,7,4.5,"0.3",25,160,34,"1",32,80
"537","grande","5","0",473,280,11,6,"0.3",35,150,34,"1",32,80
"538","grande","3","0",473,210,6,0.5,"0",0,130,28,"3",24,80
"539","grande","4","0",473,190,8,7,"0",0,135,29,"1",27,80
"540","venti","1","0",591,250,0.5,0.3,"0",10,190,45,"2",44,110
"541","venti","2","0",591,320,9,6,"0.4",35,210,45,"2",43,110
"542","venti","5","0",591,370,15,8,"0.4",45,190,45,"2",43,110
"543","venti","3","0",591,280,7,1,"0",0,170,38,"3",32,110
"544","venti","4","0",591,250,10,9,"0",0,180,38,"2",36,110
"545","tall","1","0",354,120,0.3,0.1,"0",5,95,22,"1",21,55
"546","tall","2","0",354,160,4.5,2.5,"0.2",15,105,22,"01",21,55
"547","tall","5","0",354,180,7,4,"0.2",20,95,22,"1",21,55
"548","tall","3","0",354,140,3.5,0.5,"0",0,85,18,"2",16,55
"549","tall","4","0",354,120,4.5,4.5,"0",0,90,19,"1",18,55
"550","grande","1","0",473,170,0.4,0.2,"0",5,130,32,"1",31,80
"551","grande","2","0",473,220,6,3.5,"0.2",25,140,31,"1",30,80
"552","grande","5","0",473,250,10,5,"0.3",30,130,31,"1",30,80
"553","grande","3","0",473,190,5,0.5,"0",0,115,27,"2",23,80
"554","grande","4","0",473,170,7,6,"0",0,120,27,"1",25,80
"555","venti","1","0",709,240,0.5,0.3,"0",10,180,44,"2",42,110
"556","venti","2","0",709,310,8,5,"0.4",35,200,43,"2",41,110
"557","venti","5","0",709,350,14,8,"0.4",40,190,43,"2",41,110
"558","venti","3","0",709,270,7,1,"0",0,170,37,"3",32,110
"559","venti","4","0",709,240,9,9,"0",0,170,37,"2",35,110
"560","tall","0","0",354,60,0,0,"0",0,5,15,"0",15,25
"561","grande","0","0",473,80,0,0,"0",0,10,20,"0",20,30
"562","venti","0","0",709,120,0,0,"0",0,15,30,"0",30,45
"563","trenta","0","0",887,140,0,0,"0",0,20,35,"0",34,55
"564","tall","0","0",354,90,0,0,"0",0,5,24,"0",24,25
"565","grande","0","0",473,120,0,0,"0",0,5,32,"0",32,30
"566","venti","0","0",709,190,0,0,"0",0,10,48,"0",47,45
"567","trenta","0","0",887,220,0,0,"0",0,10,58,"0",57,55
"568","short","0","0",236,0,0,0,"0",0,0,0,"0",0,25
"569","tall","0","0",354,0,0,0,"0",0,0,0,"0",0,25
"570","grande","0","0",473,0,0,0,"0",0,0,0,"0",0,40
"571","venti","0","0",591,0,0,0,"0",0,0,0,"0",0,40
"572","short","1","0",236,80,0.1,0.1,"0",0,50,15,"0",15,40
"573","short","2","0",236,100,2,1.5,"0.1",10,55,15,"0",15,40
"574","short","5","0",236,110,3.5,2,"0.1",10,50,15,"0",15,40
"575","short","3","0",236,80,1.5,0.2,"0",0,40,13,"0",12,40
"576","short","4","0",236,80,2.5,2.5,"0",0,45,14,"0",13,40
"577","tall","1","0",354,110,0.1,0.1,"0",5,70,23,"0",23,40
"578","tall","2","0",354,140,3,2,"0.1",15,80,23,"0",23,40
"579","tall","5","0",354,160,5,3,"0.2",15,75,23,"0",23,40
"580","tall","3","0",354,120,2.5,0.3,"0",0,60,20,"1",18,40
"581","tall","4","0",354,120,3.5,3.5,"0",0,70,20,"0",20,40
"582","grande","1","0",473,150,0.2,0.1,"0",5,95,30,"0",30,40
"583","grande","2","0",473,180,4,2.5,"02",15,105,30,"0",30,40
"584","grande","5","0",473,210,7,4,"0.2",20,95,30,"0",30,40
"585","grande","3","0",473,160,3,0.4,"0",0,80,26,"1",24,40
"586","grande","4","0",473,150,4.5,4.5,"0",0,90,27,"0",26,40
"587","venti","1","0",591,190,0.2,0.1,"0",5,120,38,"0",38,40
"588","venti","2","0",591,230,5,3.5,"0.2",20,135,38,"0",38,40
"589","venti","5","0",591,260,9,5,"0.3",25,125,38,"0",38,40
"590","venti","3","0",591,200,4,0.5,"0",0,105,33,"1",31,40
"591","venti","4","0",591,190,6,6,"0",0,115,34,"0",33,40
"592","tall","0","0",354,60,0.1,0,"0",0,10,14,"0",14,25
"593","grande","0","0",473,80,0.2,0,"0",0,10,19,"0",19,30
"594","venti","0","0",709,120,0.3,0,"0",0,15,29,"0",28,45
"595","trenta","0","0",887,140,0.3,0,"0",0,20,34,"0",33,55
"596","tall","0","0",354,90,0.1,0,"0",0,5,24,"0",23,25
"597","grande","0","0",473,120,0.2,0,"0",0,10,31,"0",31,30
"598","venti","0","0",709,190,0.3,0,"0",0,10,47,"0",46,45
"599","trenta","0","0",887,230,0.3,0,"0",0,15,58,"0",57,55
"600","short","0","0",236,0,0,0,"0",0,0,0,"0",0,0
"601","tall","0","0",354,0,0,0,"0",0,0,0,"0",0,0
"602","grande","0","0",473,0,0,0,"0",0,0,0,"0",0,0
"603","venti","0","0",591,0,0,0,"0",0,0,0,"0",0,0
"604","short","0","0",236,0,0,0,"0",0,0,0,"0",0,0
"605","tall","0","0",354,0,0,0,"0",0,0,0,"0",0,0
"606","grande","0","0",473,0,0,0,"0",0,0,0,"0",0,0
"607","venti","0","0",591,0,0,0,"0",0,0,0,"0",0,0
"608","short","0","0",236,0,0,0,"0",0,0,0,"0",0,15
"609","tall","0","0",354,0,0,0,"0",0,0,0,"0",0,15
"610","grande","0","0",473,0,0,0,"0",0,0,0,"0",0,25
"611","venti","0","0",591,0,0,0,"0",0,0,0,"0",0,25
"612","short","1","0",236,80,0.1,0.1,"0",0,45,17,"0",16,25
"613","short","2","0",236,100,2,1.5,"0.1",10,50,16,"0",15,25
"614","short","5","0",236,110,3.5,2,"0.1",10,50,16,"0",15,25
"615","short","3","0",236,90,1.5,0.2,"0",0,40,15,"0",13,25
"616","short","4","0",236,80,2.5,2.5,"0",0,45,15,"0",14,25
"617","tall","1","0",354,130,0.1,0.1,"0",5,70,25,"0",23,40
"618","tall","2","0",354,150,3,2,"0.1",15,80,25,"0",23,40
"619","tall","5","0",354,170,5,3,"0.2",15,70,25,"0",23,40
"620","tall","3","0",354,130,2.5,0.3,"0",0,70,22,"0",21,40
"621","tall","4","0",354,130,3.5,3.5,"0",0,70,22,"0",21,40
"622","grande","1","0",473,170,0.2,0.1,"0",5,90,33,"0",31,50
"623","grande","2","0",473,200,4,2.5,"0.2",15,100,33,"0",31,50
"624","grande","5","0",473,220,7,4,"0.2",20,95,33,"0",31,50
"625","grande","3","0",473,170,3,0.4,"0",0,80,29,"1",25,50
"626","grande","4","0",473,170,4.5,4.5,"0",0,90,30,"0",28,50
"627","venti","1","0",591,210,0.2,0.1,"0",5,115,41,"0",39,65
"628","venti","2","0",591,250,5,3.5,"0.2",20,130,41,"0",38,65
"629","venti","5","0",591,280,9,5,"0.3",25,120,41,"0",38,65
"630","venti","3","0",591,220,4,0.5,"0",0,100,36,"1",32,65
"631","venti","4","0",591,210,6,6,"0",0,115,37,"0",34,65
"632","tall","1","0",354,120,0.1,0.1,"0",5,70,24,"0",23,40
"633","tall","2","0",354,150,3,2,"0.1",10,75,24,"0",23,40
"634","tall","5","0",354,160,5,3,"0.1",15,70,24,"0",23,40
"635","tall","3","0",354,130,2.5,0.3,"0",0,65,22,"1",19,40
"636","tall","4","0",354,120,3.5,3,"0",0,65,22,"0",20,40
"637","grande","1","0",473,170,0.2,0.1,"0",5,95,33,"0",31,50
"638","grande","2","0",473,200,4,2.5,"0.2",15,105,33,"0",31,50
"639","grande","5","0",473,220,7,4,"0.2",20,95,33,"0",31,50
"640","grande","3","0",473,180,3.5,0.4,"0",0,85,29,"1",26,50
"641","grande","4","0",473,170,4.5,4.5,"0",0,90,30,"0",27,50
"642","venti","1","0",709,240,0.2,0.2,"0",5,130,48,"0",45,75
"643","venti","2","0",709,290,6,3.5,"0.2",25,150,48,"0",45,75
"644","venti","5","0",709,320,9,5,"0.3",30,135,48,"0",45,75
"645","venti","3","0",709,260,4.5,0.5,"0",0,120,43,"1",38,75
"646","venti","4","0",709,240,6,6,"0",0,125,44,"0",40,75
"647","short","0","0",236,0,0,0,"0",0,0,0,"0",0,0
"648","tall","0","0",354,0,0,0,"0",0,0,0,"0",0,0
"649","grande","0","0",473,0,0,0,"0",0,0,0,"0",0,0
"650","venti","0","0",591,0,0,0,"0",0,0,0,"0",0,0
"651","tall","0","0",354,60,0,0,"0",0,5,15,"0",15,0
"652","grande","0","0",473,80,0,0,"0",0,10,20,"0",20,0
"653","venti","0","0",709,120,0,0,"0",0,15,30,"0",30,0
"654","trenta","0","0",887,140,0,0,"0",0,20,35,"0",34,0
"655","tall","0","0",354,90,0,0,"0",0,5,24,"0",24,0
"656","grande","0","0",473,120,0,0,"0",0,5,32,"0",32,0
"657","venti","0","0",709,190,0,0,"0",0,10,48,"0",47,0
"658","trenta","0","0",887,220,0,0,"0",0,10,58,"0",57,0
"659","tall","0","0",354,60,0.1,0,"0",0,0,15,"0",15,25
"660","grande","0","0",473,80,0.2,0,"0",0,0,20,"0",20,30
"661","venti","0","0",709,130,0.3,0,"0",0,2,31,"0",30,45
"662","trenta","0","0",887,150,0.3,0,"0",0,2,36,"0",35,55
"663","tall","0","0",354,100,0.1,0,"0",0,0,25,"0",24,25
"664","grande","0","0",473,130,0.2,0,"0",0,1,33,"0",32,30
"665","venti","0","0",709,190,0.3,0,"0",0,2,49,"0",48,45
"666","trenta","0","0",887,240,0.3,0,"0",0,2,60,"0",59,55
"667","short","0","0",236,0,0,0,"0",0,0,0,"0",0,0
"668","tall","0","0",354,0,0,0,"0",0,0,0,"0",0,0
"669","grande","0","0",473,0,0,0,"0",0,0,0,"0",0,0
"670","venti","0","0",591,0,0,0,"0",0,0,0,"0",0,0
"671","short","0","0",236,0,0,0,"0",0,0,0,"0",0,15
"672","tall","0","0",354,0,0,0,"0",0,0,0,"0",0,15
"673","grande","0","0",473,0,0,0,"0",0,0,0,"0",0,25
"674","venti","0","0",591,0,0,0,"0",0,0,0,"0",0,25
"675","tall","0","0",354,60,0,0,"0",0,2,14,"0",14,45
"676","grande","0","0",473,70,0,0,"0",0,2,19,"0",18,55
"677","venti","0","0",709,110,0,0,"0",0,3,28,"0",27,85
"678","trenta","0","0",887,150,0,0,"0",0,4,37,"0",36,110
"679","tall","0","0",354,70,0.1,0,"0",0,2,18,"1",15,45
"680","grande","0","0",473,90,0.1,0,"0",0,3,22,"1",20,55
"681","venti","0","0",709,130,0.1,0,"0",0,4,32,"1",29,85
"682","trenta","0","0",887,180,0.2,0,"0",0,5,44,"3",40,110
"683","grande","1","0",473,300,2.5,1.5,"0",5,160,53,"8",34,20
"684","grande","2","0",473,320,5,3,"0.1",15,170,53,"8",34,20
"685","grande","5","0",473,340,7,4,"0.1",15,160,53,"8",34,20
"686","grande","3","0",473,310,4.5,1.5,"0",5,150,51,"9",31,20
"687","grande","4","0",473,290,5,4,"0",5,150,51,"8",32,20
"688","grande","1","0",473,260,1,0.3,"0",5,120,54,"6",37,0
"689","grande","2","0",473,270,1.5,0.5,"0",5,125,53,"6",37,0
"690","grande","5","0",473,280,2.5,1,"0",5,120,53,"6",37,0
"691","grande","3","0",473,270,1.5,0.4,"0",5,120,53,"6",36,0
"692","grande","4","0",473,260,1.5,1,"0",5,120,53,"6",36,0
"693","grande","1","0",473,290,1,0.3,"0",5,125,60,"7",41,0
"694","grande","2","0",473,300,2,1,"0",5,130,60,"7",41,0
"695","grande","5","0",473,300,2.5,1,"0",10,125,60,"7",41,0
"696","grande","3","0",473,290,1.5,0.4,"0",5,125,59,"7",40,0
"697","grande","4","0",473,290,2,1,"0",5,125,59,"7",41,0
"698","tall","1","0",354,200,0.1,0.1,"0",0,150,47,"0",46,65
"699","tall","1","1",354,280,8,5,"0.2",30,160,50,"0",48,65
"700","tall","2","0",354,210,1.5,1,"0",5,160,47,"0",46,65
"701","tall","2","1",354,290,10,6,"0.3",35,170,50,"0",48,65
"702","tall","5","0",354,220,2.5,1.5,"0.1",10,150,47,"0",46,65
"703","tall","5","1",354,300,11,6,"0.3",35,160,50,"0",48,65
"704","tall","3","0",354,200,1.5,0.2,"0",0,150,46,"0",44,65
"705","tall","3","1",354,290,9,5,"0.2",30,160,48,"0",46,65
"706","tall","4","0",354,200,1.5,1.5,"0",0,150,47,"0",45,65
"707","tall","4","1",354,280,10,7,"0.2",30,160,49,"0",47,65
"708","grande","1","0",473,290,0.1,0.1,"0",0,220,69,"0",67,95
"709","grande","1","1",473,400,11,7,"0.3",45,230,72,"0",69,95
"710","grande","2","0",473,300,2,1,"0.1",10,220,68,"0",67,95
"711","grande","2","1",473,420,13,8,"0.4",50,230,72,"0",69,95
"712","grande","5","0",473,310,3,2,"0.1",10,220,68,"0",67,95
"713","grande","5","1",473,430,14,9,"0.4",50,230,72,"0",69,95
"714","grande","3","0",473,290,1.5,0.2,"0",0,210,67,"1",64,95
"715","grande","3","1",473,410,13,7,"0.3",40,220,70,"1",67,95
"716","grande","4","0",473,290,2,2,"0",0,210,68,"0",66,95
"717","grande","4","1",473,400,13,9,"0.3",40,220,71,"0",69,95
"718","venti","1","0",709,370,0.2,0.1,"0",5,290,88,"0",86,125
"719","venti","1","1",709,490,11,7,"0.3",45,300,92,"0",88,125
"720","venti","2","0",709,400,3,1.5,"0.1",10,290,88,"0",86,125
"721","venti","2","1",709,510,14,8,"0.4",55,300,91,"0",88,125
"722","venti","5","0",709,410,5,2.5,"0.1",15,290,88,"0",86,125
"723","venti","5","1",709,530,16,10,"0.5",55,300,91,"0",88,125
"724","venti","3","0",709,380,2.5,0.3,"0",0,280,86,"1",82,125
"725","venti","3","1",709,500,14,7,"0.3",40,290,89,"1",85,125
"726","venti","4","0",709,380,3,3,"0",0,280,87,"0",84,125
"727","venti","4","1",709,490,14,10,"0.3",40,290,90,"0",87,125
"728","tall","1","0",354,180,0.1,0,"0",0,160,42,"0",42,70
"729","tall","1","1",354,280,9,5,"0.2",35,180,47,"0",47,70
"730","tall","2","0",354,190,1.5,1,"0.1",5,170,42,"0",42,70
"731","tall","2","1",354,290,10,6,"0.3",40,180,47,"0",46,70
"732","tall","5","0",354,200,2.5,1.5,"0.1",10,160,42,"0",42,70
"733","tall","5","1",354,300,11,7,"0.3",40,180,47,"0",46,70
"734","tall","3","0",354,190,1.5,0.2,"0",0,160,41,"0",40,70
"735","tall","3","1",354,280,10,6,"0.2",30,170,46,"0",45,70
"736","tall","4","0",354,180,2,1.5,"0",0,160,41,"0",40,70
"737","tall","4","1",354,280,10,7,"0.2",30,170,46,"0",45,70
"738","grande","1","0",473,260,0.1,0.1,"0",0,230,60,"0",60,100
"739","grande","1","1",473,390,12,8,"0.3",45,240,67,"0",66,100
"740","grande","2","0",473,270,2,1.5,"0.1",10,230,60,"0",60,100
"741","grande","2","1",473,410,14,9,"0.4",50,250,67,"0",66,100
"742","grande","5","0",473,280,3.5,2,"0.1",10,230,60,"0",60,100
"743","grande","5","1",473,420,15,9,"0.4",55,250,67,"0",66,100
"744","grande","3","0",473,260,1.5,0.2,"0",0,220,59,"0",57,100
"745","grande","3","1",473,400,14,8,"0.3",45,240,65,"0",63,100
"746","grande","4","0",473,260,2,2,"0",0,220,59,"0",58,100
"747","grande","4","1",473,390,14,10,"0.3",45,240,65,"0",64,100
"748","venti","1","0",709,340,0.1,0.1,"0",5,300,79,"0",78,130
"749","venti","1","1",709,470,12,8,"0.3",45,320,85,"0",84,130
"750","venti","2","0",709,360,3,2,"0.1",10,310,78,"0",78,130
"751","venti","2","1",709,500,15,9,"0.5",55,330,85,"0",84,130
"752","venti","5","0",709,380,5,3,"0.1",15,300,78,"0",78,130
"753","venti","5","1",709,510,17,10,"0.5",60,320,85,"0",84,130
"754","venti","3","0",709,350,2.5,0.3,"0",0,290,76,"1",74,130
"755","venti","3","1",709,480,14,8,"0.3",45,310,83,"1",80,130
